AWB Id,Employee Name,Status,Date
100230,admin,Created,"Jan 07,2021 06:03"
100231,admin,Created,"Jan 07,2021 06:04"
100232,admin,Created,"Jan 07,2021 06:04"
100233,admin,Created,"Jan 07,2021 06:04"
100234,admin,Created,"Jan 07,2021 07:12"
100235,admin,Created,"Jan 07,2021 07:35"
100237,admin,Created,"Jan 07,2021 07:42"
100238,admin,Created,"Jan 07,2021 07:43"
100239,admin,Created,"Jan 07,2021 07:43"
100240,admin,Created,"Jan 07,2021 07:44"
100241,admin,Created,"Jan 07,2021 07:46"
100242,admin,Created,"Jan 07,2021 07:47"
100243,admin,Created,"Jan 07,2021 07:49"
100244,admin,Created,"Jan 07,2021 07:50"
100245,admin,Created,"Jan 07,2021 07:50"
100246,admin,Created,"Jan 07,2021 07:57"
100247,admin,Created,"Jan 07,2021 07:59"
100248,admin,Created,"Jan 07,2021 08:00"
100249,admin,Created,"Jan 07,2021 08:01"
100250,admin,Created,"Jan 07,2021 08:02"
100251,admin,Created,"Jan 07,2021 08:07"
100252,admin,Created,"Jan 07,2021 08:07"
100253,admin,Created,"Jan 07,2021 08:12"
100254,admin,Created,"Jan 07,2021 08:13"
100255,admin,Created,"Jan 07,2021 08:13"
100256,admin,Created,"Jan 07,2021 08:25"
100257,admin,Created,"Jan 07,2021 08:28"
100258,admin,Created,"Jan 07,2021 08:47"
100259,admin,Created,"Jan 07,2021 08:59"
100260,admin,Created,"Jan 08,2021 00:31"
100261,admin,Created,"Jan 08,2021 00:33"
100262,admin,Created,"Jan 08,2021 05:13"
100263,admin,Created,"Jan 08,2021 05:14"
100264,admin,Created,"Jan 08,2021 05:14"
100265,admin,Created,"Jan 08,2021 05:14"
100266,admin,Created,"Jan 08,2021 05:14"
100267,admin,Created,"Jan 08,2021 05:15"
100268,admin,Created,"Jan 08,2021 05:16"
100269,admin,Created,"Jan 08,2021 05:16"
100270,admin,Created,"Jan 08,2021 05:16"
100271,admin,Created,"Jan 08,2021 05:16"
100272,admin,Created,"Jan 08,2021 05:17"
100273,admin,Created,"Jan 08,2021 05:17"
100274,admin,Created,"Jan 08,2021 05:17"
100275,admin,Created,"Jan 08,2021 05:17"
100276,admin,Created,"Jan 08,2021 05:18"
100277,admin,Created,"Jan 08,2021 05:18"
100278,admin,Created,"Jan 08,2021 05:29"
100279,admin,Created,"Jan 08,2021 05:29"
100280,admin,Created,"Jan 08,2021 05:29"
100281,admin,Created,"Jan 08,2021 05:30"
100282,admin,Created,"Jan 08,2021 05:30"
100283,admin,Created,"Jan 08,2021 05:30"
100284,admin,Created,"Jan 08,2021 05:31"
100285,admin,Created,"Jan 08,2021 05:31"
100286,admin,Created,"Jan 08,2021 05:47"
-,admin,Created,"Jan 08,2021 06:01"
-,admin,Created,"Jan 08,2021 06:09"
100289,admin,Created,"Jan 08,2021 06:11"
100290,admin,Created,"Jan 08,2021 06:27"
100291,admin,Created,"Jan 08,2021 07:27"
100292,admin,Created,"Jan 08,2021 07:35"
100293,admin,Created,"Jan 11,2021 01:30"
100294,admin,Created,"Jan 11,2021 01:41"
100295,admin,Created,"Jan 11,2021 01:42"
100296,admin,Created,"Jan 11,2021 01:43"
100297,admin,Created,"Jan 11,2021 01:44"
100298,admin,Created,"Jan 11,2021 01:58"
100299,admin,Created,"Jan 11,2021 02:24"
100300,admin,Created,"Jan 11,2021 03:13"
100301,admin,Created,"Jan 11,2021 03:13"
100302,admin,Created,"Jan 11,2021 03:15"
100303,admin,Created,"Jan 11,2021 03:16"
100304,admin,Created,"Jan 11,2021 03:27"
100305,admin,Created,"Jan 11,2021 03:27"
100306,admin,Created,"Jan 11,2021 07:52"
100307,admin,Created,"Jan 12,2021 03:12"
100308,admin,Created,"Jan 12,2021 03:14"
100309,admin,Created,"Jan 13,2021 02:53"
100310,admin,Created,"Jan 13,2021 03:18"
100311,admin,Created,"Jan 13,2021 03:20"
100312,admin,Created,"Jan 13,2021 03:30"
100313,admin,Created,"Jan 13,2021 03:36"
100314,admin,Created,"Jan 13,2021 03:39"
100315,admin,Created,"Jan 15,2021 02:30"
100316,admin,Created,"Jan 15,2021 02:36"
100317,admin,Created,"Jan 15,2021 02:38"
100318,admin,Created,"Jan 15,2021 02:38"
100319,admin,Created,"Jan 15,2021 03:33"
-,admin,Created,"Jan 18,2021 01:50"
100321,admin,Created,"Jan 18,2021 02:25"
100322,admin,Created,"Jan 18,2021 02:27"
100323,admin,Created,"Jan 18,2021 03:08"
100324,admin,Created,"Jan 19,2021 03:09"
100325,admin,Created,"Jan 19,2021 03:16"
100326,admin,Created,"Jan 19,2021 03:17"
100327,admin,Created,"Jan 19,2021 03:19"
100328,admin,Created,"Jan 19,2021 03:32"
100329,admin,Created,"Jan 19,2021 03:33"
100330,admin,Created,"Jan 19,2021 03:34"
100331,admin,Created,"Jan 19,2021 03:37"
100332,admin,Created,"Jan 19,2021 04:00"
100333,admin,Created,"Jan 19,2021 04:01"
100334,admin,Created,"Jan 19,2021 04:02"
100335,admin,Created,"Jan 19,2021 04:05"
118023,admin,Created,"Jan 21,2021 03:21"
118024,admin,Created,"Jan 22,2021 05:30"
118025,admin,Created,"Jan 27,2021 06:44"
118026,admin,Created,"Jan 27,2021 08:17"
118027,admin,Created,"Feb 02,2021 01:53"
118028,admin,Created,"Feb 04,2021 00:41"
118029,admin,Created,"Feb 04,2021 01:30"
118030,admin,Created,"Feb 04,2021 02:02"
118031,admin,Created,"Feb 04,2021 02:04"
118032,admin,Created,"Feb 04,2021 03:23"
118033,admin,Created,"Feb 04,2021 03:26"
118034,admin,Created,"Feb 04,2021 05:24"
118035,admin,Created,"Feb 04,2021 05:41"
118036,admin,Created,"Feb 04,2021 05:59"
118037,admin,Created,"Feb 17,2021 04:15"
118038,admin,Created,"Mar 01,2021 07:32"
118039,admin,Created,"Mar 01,2021 07:37"
118040,admin,Created,"Mar 01,2021 07:38"
118041,admin,Created,"Mar 01,2021 07:42"
118042,admin,Created,"Mar 01,2021 07:44"
118043,admin,Created,"Mar 01,2021 07:46"
118044,admin,Created,"Mar 01,2021 07:54"
118045,admin,Created,"Mar 01,2021 07:57"
118046,admin,Created,"Mar 01,2021 07:58"
118047,admin,Created,"Mar 01,2021 08:04"
118048,admin,Created,"Mar 01,2021 08:08"
118049,admin,Created,"Mar 02,2021 08:19"
118050,admin,Created,"Mar 02,2021 08:41"
118051,admin,Created,"Jun 16,2021 07:27"
